"Date","Price","Open","High","Low","Change %"
"Sep 18","1.3070","1.2921","1.3142","1.2786","0.83%"
"Aug 18","1.2963","1.3128","1.3147","1.2663","-1.25%"
"Jul 18","1.3127","1.3182","1.3364","1.2957","-0.62%"
"Jun 18","1.3209","1.3299","1.3473","1.3050","-0.68%"
"May 18","1.3300","1.3761","1.3776","1.3205","-3.43%"
"Apr 18","1.3772","1.4026","1.4379","1.3714","-1.75%"
"Mar 18","1.4018","1.3762","1.4246","1.3713","1.87%"
"Feb 18","1.3760","1.4190","1.4278","1.3756","-3.04%"
"Jan 18","1.4192","1.3514","1.4346","1.3457","5.01%"
"Dec 17","1.3515","1.3525","1.3552","1.3302","-0.08%"
"Nov 17","1.3526","1.3281","1.3550","1.3038","1.83%"
"Oct 17","1.3283","1.3388","1.3403","1.3025","-0.85%"
"Sep 17","1.3397","1.2930","1.3657","1.2903","3.60%"
"Aug 17","1.2931","1.3214","1.3265","1.2772","-2.14%"
"Jul 17","1.3214","1.3012","1.3225","1.2810","1.44%"
"Jun 17","1.3027","1.2889","1.3032","1.2589","1.06%"
"May 17","1.2890","1.2952","1.3049","1.2769","-0.47%"
"Apr 17","1.2951","1.2544","1.2970","1.2366","3.20%"
"Mar 17","1.2550","1.2385","1.2620","1.2111","1.36%"
"Feb 17","1.2381","1.2580","1.2708","1.2345","-1.57%"
"Jan 17","1.2579","1.2346","1.2675","1.1981","1.95%"
"Dec 16","1.2338","1.2507","1.2776","1.2200","-1.34%"
"Nov 16","1.2505","1.2235","1.2673","1.2205","2.13%"
"Oct 16","1.2244","1.2940","1.2948","1.1452","-5.64%"
"Sep 16","1.2976","1.3139","1.3446","1.2913","-1.23%"
"Aug 16","1.3138","1.3230","1.3372","1.2864","-0.70%"
"Jul 16","1.3231","1.3311","1.3485","1.2801","-0.60%"
"Jun 16","1.3311","1.4482","1.5023","1.3123","-8.06%"
"May 16","1.4478","1.4610","1.4770","1.4331","-0.92%"
"Apr 16","1.4613","1.4362","1.4671","1.4006","1.75%"
"Mar 16","1.4362","1.3920","1.4518","1.3905","3.20%"
"Feb 16","1.3916","1.4240","1.4669","1.3834","-2.32%"
"Jan 16","1.4247","1.4736","1.4815","1.4082","-3.34%"
"Dec 15","1.4739","1.5055","1.5239","1.4723","-2.11%"
"Nov 15","1.5056","1.5452","1.5499","1.4993","-2.42%"
"Oct 15","1.5429","1.5128","1.5509","1.5107","1.98%"
"Sep 15","1.5129","1.5344","1.5660","1.5107","-1.39%"
"Aug 15","1.5343","1.5624","1.5819","1.5334","-1.80%"
"Jul 15","1.5624","1.5710","1.5734","1.5330","-0.55%"
"Jun 15","1.5710","1.5295","1.5933","1.5172","2.74%"
"May 15","1.5291","1.5352","1.5817","1.5090","-0.39%"
"Apr 15","1.5351","1.4817","1.5498","1.4565","3.60%"
"Mar 15","1.4818","1.5437","1.5445","1.4634","-3.99%"
"Feb 15","1.5434","1.5087","1.5554","1.4989","2.42%"
"Jan 15","1.5069","1.5577","1.5587","1.4950","-3.25%"
"Dec 14","1.5575","1.5650","1.5787","1.5486","-0.47%"
"Nov 14","1.5649","1.5978","1.6023","1.5591","-2.18%"
"Oct 14","1.5998","1.6215","1.6254","1.5876","-1.33%"
"Sep 14","1.6214","1.6595","1.6645","1.6052","-2.32%"
"Aug 14","1.6599","1.6886","1.6894","1.6526","-1.70%"
"Jul 14","1.6886","1.7108","1.7193","1.6857","-1.29%"
"Jun 14","1.7106","1.6762","1.7118","1.6699","2.11%"
"May 14","1.6752","1.6874","1.6998","1.6693","-0.72%"
"Apr 14","1.6873","1.6662","1.6903","1.6555","1.26%"
"Mar 14","1.6663","1.6746","1.6786","1.6461","-0.49%"
"Feb 14","1.6745","1.6446","1.6825","1.6253","1.88%"
"Jan 14","1.6436","1.6559","1.6670","1.6312","-0.74%"
"Dec 13","1.6558","1.6363","1.6581","1.6221","1.17%"
"Nov 13","1.6367","1.6038","1.6386","1.5855","2.03%"
"Oct 13","1.6042","1.6186","1.6262","1.5895","-0.89%"
"Sep 13","1.6186","1.5512","1.6203","1.5506","4.36%"
"Aug 13","1.5510","1.5210","1.5717","1.5103","1.99%"
"Jul 13","1.5208","1.5201","1.5435","1.4814","-0.03%"
"Jun 13","1.5212","1.5192","1.5753","1.5165","0.09%"
"May 13","1.5199","1.5534","1.5606","1.5008","-2.15%"
"Apr 13","1.5533","1.5207","1.5568","1.5034","2.17%"
"Mar 13","1.5203","1.5162","1.5269","1.4830","0.27%"
"Feb 13","1.5162","1.5858","1.5880","1.5072","-4.38%"
"Jan 13","1.5857","1.6254","1.6382","1.5675","-2.44%"
"Dec 12","1.6253","1.6012","1.6308","1.6002","1.50%"
"Nov 12","1.6013","1.6131","1.6178","1.5829","-0.73%"
"Oct 12","1.6130","1.6161","1.6219","1.5912","-0.22%"
"Sep 12","1.6166","1.5869","1.6312","1.5826","1.89%"
"Aug 12","1.5866","1.5679","1.5914","1.5491","1.21%"
"Jul 12","1.5677","1.5698","1.5769","1.5392","-0.20%"
"Jun 12","1.5709","1.5409","1.5780","1.5269","1.97%"
"May 12","1.5405","1.6236","1.6248","1.5360","-5.10%"
"Apr 12","1.6233","1.6018","1.6302","1.5803","1.37%"
"Mar 12","1.6013","1.5918","1.6039","1.5604","0.60%"
"Feb 12","1.5917","1.5757","1.5991","1.5643","1.01%"
"Jan 12","1.5758","1.5502","1.5797","1.5235","1.42%"
"Dec 11","1.5537","1.5698","1.5776","1.5362","-1.01%"
"Nov 11","1.5696","1.6080","1.6132","1.5424","-2.45%"
"Oct 11","1.6091","1.5575","1.6167","1.5272","3.25%"
"Sep 11","1.5584","1.6242","1.6260","1.5328","-4.12%"
"Aug 11","1.6254","1.6395","1.6620","1.6111","-1.02%"
"Jul 11","1.6421","1.6046","1.6473","1.5782","2.32%"
"Jun 11","1.6049","1.6449","1.6497","1.5912","-2.44%"
"May 11","1.6451","1.6711","1.6739","1.6061","-1.51%"
"Apr 11","1.6704","1.6038","1.6747","1.5973","4.19%"
"Mar 11","1.6033","1.6259","1.6402","1.5936","-1.38%"
"Feb 11","1.6258","1.6016","1.6279","1.5964","1.52%"
"Jan 11","1.6015","1.5569","1.6060","1.5408","2.65%"
"Dec 10","1.5601","1.5563","1.5913","1.5347","0.31%"
"Nov 10","1.5553","1.6044","1.6300","1.5485","-3.04%"
"Oct 10","1.6040","1.5712","1.6106","1.5655","2.08%"
"Sep 10","1.5713","1.5353","1.5924","1.5296","2.36%"
"Aug 10","1.5351","1.5726","1.6004","1.5327","-2.12%"
"Jul 10","1.5684","1.4947","1.5724","1.4873","4.92%"
"Jun 10","1.4949","1.4533","1.5130","1.4346","2.82%"
"May 10","1.4539","1.5315","1.5320","1.4231","-4.79%"
"Apr 10","1.5271","1.5184","1.5526","1.5127","0.57%"
"Mar 10","1.5185","1.5159","1.5382","1.4783","-0.43%"
"Feb 10","1.5250","1.5948","1.6072","1.5151","-4.71%"
"Jan 10","1.6003","1.6158","1.6459","1.5894","-0.95%"
"Dec 09","1.6157","1.6442","1.6724","1.5833","-1.81%"
"Nov 09","1.6454","1.6416","1.6879","1.6262","0.04%"
"Oct 09","1.6448","1.6006","1.6696","1.5708","2.76%"
"Sep 09","1.6006","1.6278","1.6744","1.5770","-1.66%"
"Aug 09","1.6276","1.6714","1.7044","1.6153","-2.66%"
"Jul 09","1.6721","1.6465","1.6736","1.5984","1.55%"
"Jun 09","1.6465","1.6178","1.6746","1.5801","1.74%"
"May 09","1.6184","1.4781","1.6201","1.4754","9.45%"
"Apr 09","1.4787","1.4329","1.5067","1.4272","3.21%"
"Mar 09","1.4327","1.4290","1.4781","1.3656","0.12%"
"Feb 09","1.4310","1.4477","1.4986","1.4050","-1.35%"
"Jan 09","1.4506","1.4615","1.5374","1.3500","-0.83%"
"Dec 08","1.4628","1.5364","1.5725","1.4355","-4.98%"
"Nov 08","1.5395","1.6081","1.6401","1.4558","-4.21%"
"Oct 08","1.6071","1.7836","1.7879","1.5268","-9.87%"
"Sep 08","1.7831","1.8129","1.8674","1.7448","-2.10%"
"Aug 08","1.8214","1.9833","1.9844","1.8174","-8.18%"
"Jul 08","1.9836","1.9932","2.0154","1.9648","-0.47%"
"Jun 08","1.9929","1.9770","1.9968","1.9408","0.53%"
"May 08","1.9824","1.9869","1.9911","1.9365","-0.20%"
"Apr 08","1.9864","1.9830","2.0050","1.9600","0.17%"
"Mar 08","1.9830","1.9887","2.0399","1.9722","-0.21%"
"Feb 08","1.9871","1.9872","1.9973","1.9355","-0.02%"
"Jan 08","1.9874","1.9871","1.9960","1.9337","0.13%"
"Dec 07","1.9849","2.0551","2.0682","1.9699","-3.51%"
"Nov 07","2.0572","2.0811","2.1162","2.0352","-1.17%"
"Oct 07","2.0815","2.0472","2.0823","2.0244","1.68%"
"Sep 07","2.0471","2.0171","2.0491","1.9879","1.51%"
"Aug 07","2.0166","2.0299","2.0463","1.9653","-0.60%"
"Jul 07","2.0288","2.0086","2.0657","2.0058","0.97%"
"Jun 07","2.0093","1.9803","2.0099","1.9623","1.44%"
"May 07","1.9807","1.9996","2.0076","1.9678","-0.92%"
"Apr 07","1.9990","1.9695","2.0136","1.9593","1.58%"
"Mar 07","1.9680","1.9638","1.9729","1.9183","0.20%"
"Feb 07","1.9640","1.9651","1.9752","1.9402","0.01%"
"Jan 07","1.9639","1.9591","1.9919","1.9261","0.25%"
"Dec 06","1.9590","1.9663","1.9849","1.9434","-0.32%"
"Nov 06","1.9652","1.9071","1.9700","1.8835","3.02%"
"Oct 06","1.9076","1.8748","1.9101","1.8518","1.89%"
"Sep 06","1.8723","1.9038","1.9082","1.8601","-1.69%"
"Aug 06","1.9044","1.8679","1.9147","1.8627","1.97%"
"Jul 06","1.8676","1.8474","1.8691","1.8176","1.07%"
"Jun 06","1.8478","1.8713","1.8881","1.8091","-1.18%"
"May 06","1.8698","1.8237","1.9028","1.8206","2.42%"
"Apr 06","1.8256","1.7369","1.8272","1.7251","5.03%"
"Mar 06","1.7382","1.7538","1.7626","1.7230","-0.90%"
"Feb 06","1.7540","1.7788","1.7822","1.7279","-1.41%"
"Jan 06","1.7790","1.7216","1.7936","1.7186","3.35%"
"Dec 05","1.7214","1.7294","1.7814","1.7125","-0.50%"
"Nov 05","1.7300","1.7702","1.7795","1.7045","-2.28%"
"Oct 05","1.7704","1.7625","1.7910","1.7394","0.37%"
"Sep 05","1.7639","1.8035","1.8501","1.7565","-2.19%"
"Aug 05","1.8034","1.7567","1.8179","1.7533","2.64%"
"Jul 05","1.7571","1.7914","1.7923","1.7277","-1.91%"
"Jun 05","1.7914","1.8172","1.8406","1.7871","-1.45%"
"May 05","1.8177","1.9067","1.9080","1.8104","-4.75%"
"Apr 05","1.9084","1.8906","1.9224","1.8675","0.98%"
"Mar 05","1.8899","1.9215","1.9329","1.8594","-1.69%"
"Feb 05","1.9224","1.8832","1.9266","1.8511","2.07%"
"Jan 05","1.8834","1.9197","1.9204","1.8521","-1.83%"
"Dec 04","1.9186","1.9097","1.9552","1.9013","0.41%"
"Nov 04","1.9108","1.8388","1.9135","1.8295","3.97%"
"Oct 04","1.8379","1.8122","1.8452","1.7747","1.43%"
"Sep 04","1.8119","1.8024","1.8165","1.7708","0.53%"
"Aug 04","1.8024","1.8211","1.8468","1.7853","-0.97%"
"Jul 04","1.8201","1.8196","1.8767","1.8083","0.04%"
"Jun 04","1.8194","1.8327","1.8489","1.8012","-0.68%"
"May 04","1.8319","1.7791","1.8425","1.7479","2.97%"
"Apr 04","1.7791","1.8456","1.8609","1.7583","-3.61%"
"Mar 04","1.8458","1.8685","1.8751","1.7904","-1.18%"
"Feb 04","1.8679","1.8232","1.9143","1.8135","2.43%"
"Jan 04","1.8236","1.7858","1.8579","1.7786","2.12%"
"Dec 03","1.7857","1.7207","1.7946","1.7167","3.68%"
"Nov 03","1.7224","1.6955","1.7243","1.6566","1.57%"
"Oct 03","1.6957","1.6616","1.7085","1.6532","2.07%"
"Sep 03","1.6613","1.5790","1.6764","1.5610","5.31%"
"Aug 03","1.5775","1.6107","1.6191","1.5619","-2.04%"
"Jul 03","1.6103","1.6555","1.6744","1.5778","-2.67%"
"Jun 03","1.6545","1.6254","1.6906","1.6237","1.11%"
"May 03","1.6364","1.5992","1.6548","1.5903","2.36%"
"Apr 03","1.5987","1.5825","1.6037","1.5461","0.98%"
"Mar 03","1.5832","1.5729","1.6161","1.5540","0.60%"
"Feb 03","1.5737","1.6482","1.6539","1.5703","-4.50%"
"Jan 03","1.6478","1.6106","1.6573","1.5908","2.27%"
"Dec 02","1.6113","1.5568","1.6136","1.5450","3.48%"
"Nov 02","1.5571","1.5650","1.5972","1.5414","-0.49%"
"Oct 02","1.5648","1.5680","1.5767","1.5408","-0.25%"
"Sep 02","1.5687","1.5493","1.5746","1.5281","1.21%"
"Aug 02","1.5499","1.5638","1.5730","1.5163","-0.88%"
"Jul 02","1.5637","1.5324","1.5865","1.5150","1.97%"
"Jun 02","1.5335","1.4571","1.5383","1.4531","5.46%"
"May 02","1.4541","1.4575","1.4708","1.4467","-0.23%"
"Apr 02","1.4575","1.4259","1.4640","1.4250","2.22%"
"Mar 02","1.4258","1.4166","1.4329","1.4090","0.70%"
"Feb 02","1.4159","1.4112","1.4366","1.4061","0.37%"
"Jan 02","1.4107","1.4534","1.4559","1.4042","-3.01%"
"Dec 01","1.4545","1.4237","1.4612","1.4141","2.13%"
"Nov 01","1.4242","1.4545","1.4691","1.4039","-2.08%"
"Oct 01","1.4544","1.4727","1.4844","1.4196","-1.36%"
"Sep 01","1.4745","1.4530","1.4793","1.4406","1.42%"
"Aug 01","1.4539","1.4254","1.4626","1.4121","2.04%"
"Jul 01","1.4249","1.4152","1.4356","1.3929","0.64%"
"Jun 01","1.4159","1.4180","1.4228","1.3679","-0.17%"
"May 01","1.4183","1.4333","1.4452","1.4075","-0.98%"
"Apr 01","1.4324","1.4147","1.4505","1.4140","1.15%"
"Mar 01","1.4161","1.4451","1.4769","1.4153","-1.97%"
"Feb 01","1.4446","1.4639","1.4835","1.4314","-1.30%"
"Jan 01","1.4637","1.4963","1.5105","1.4460","-2.15%"
"Dec 00","1.4959","1.4266","1.4982","1.4230","4.88%"
"Nov 00","1.4263","1.4482","1.4577","1.3958","-1.52%"
"Oct 00","1.4483","1.4762","1.4806","1.4189","-1.90%"
"Sep 00","1.4763","1.4475","1.4801","1.3950","1.97%"
"Aug 00","1.4478","1.5003","1.5146","1.4422","-3.45%"
"Jul 00","1.4995","1.5160","1.5228","1.4905","-1.17%"
"Jun 00","1.5172","1.5007","1.5320","1.4897","1.05%"
"May 00","1.5014","1.5524","1.5672","1.4666","-3.26%"
"Apr 00","1.5520","1.5913","1.6076","1.5504","-2.52%"
"Mar 00","1.5921","1.5791","1.6011","1.5616","0.84%"
"Feb 00","1.5788","1.6160","1.6195","1.5774","-2.29%"
"Jan 00","1.6158","1.6144","1.6582","1.6121","-0.14%"
"Dec 99","1.6181","1.5986","1.6315","1.5951","1.21%"
"Nov 99","1.5988","1.6439","1.6519","1.5912","-2.72%"
"Oct 99","1.6435","1.6471","1.6798","1.6329","-0.25%"
"Sep 99","1.6476","1.6035","1.6516","1.5982","2.74%"
"Aug 99","1.6037","1.6208","1.6295","1.5838","-1.10%"
"Jul 99","1.6215","1.5785","1.6255","1.5475","2.79%"
"Jun 99","1.5775","1.6020","1.6180","1.5724","-1.59%"
"May 99","1.6030","1.6093","1.6437","1.5880","-0.40%"
"Apr 99","1.6095","1.6117","1.6242","1.5843","-0.07%"
"Mar 99","1.6107","1.5979","1.6479","1.5951","0.48%"
"Feb 99","1.6030","1.6478","1.6484","1.5954","-2.60%"
"Jan 99","1.6458","1.6582","1.6721","1.6231","-0.51%"
"Dec 98","1.6542","1.6482","1.6943","1.6465","0.36%"
"Nov 98","1.6482","1.6768","1.6802","1.6447","-1.59%"
"Oct 98","1.6749","1.7001","1.7369","1.6612","-1.39%"
"Sep 98","1.6985","1.6814","1.7148","1.6514","0.95%"
"Aug 98","1.6825","1.6345","1.6847","1.6083","2.96%"
"Jul 98","1.6341","1.6663","1.6685","1.6269","-2.03%"
"Jun 98","1.6680","1.6332","1.6788","1.6255","2.30%"
"May 98","1.6305","1.6708","1.6745","1.6157","-2.42%"
"Apr 98","1.6710","1.6728","1.6977","1.6550","-0.11%"
"Mar 98","1.6728","1.6437","1.6892","1.6288","1.74%"
"Feb 98","1.6442","1.6333","1.6596","1.6208","0.66%"
"Jan 98","1.6335","1.6480","1.6865","1.6090","-0.85%"
"Dec 97","1.6475","1.6915","1.6915","1.6275","-2.46%"
"Nov 97","1.6890","1.6780","1.7150","1.6673","0.93%"
"Oct 97","1.6735","1.6180","1.6879","1.5990","3.40%"
"Sep 97","1.6185","1.6130","1.6300","1.5780","-0.12%"
"Aug 97","1.6205","1.6410","1.6435","1.5667","-1.22%"
"Jul 97","1.6405","1.6659","1.6991","1.6208","-1.50%"
"Jun 97","1.6655","1.6413","1.6730","1.6192","1.49%"
"May 97","1.6410","1.6237","1.6603","1.6000","1.05%"
"Apr 97","1.6239","1.6376","1.6554","1.6158","-0.90%"
"Mar 97","1.6387","1.6273","1.6473","1.5854","0.56%"
"Feb 97","1.6295","1.5987","1.6460","1.5960","1.68%"
"Jan 97","1.6025","1.7112","1.7135","1.5953","-6.45%"
"Dec 96","1.7130","1.6833","1.7173","1.6105","1.84%"
"Nov 96","1.6820","1.6275","1.6910","1.6260","3.37%"
"Oct 96","1.6271","1.5654","1.6351","1.5608","3.94%"
"Sep 96","1.5654","1.5612","1.5730","1.5489","0.21%"
"Aug 96","1.5621","1.5566","1.5654","1.5343","0.35%"
"Jul 96","1.5566","1.5516","1.5646","1.5373","0.25%"
"Jun 96","1.5527","1.5529","1.5569","1.5274","0.10%"
"May 96","1.5511","1.5059","1.5530","1.4891","2.96%"
"Apr 96","1.5065","1.5261","1.5326","1.4983","-1.31%"
"Mar 96","1.5265","1.5317","1.5409","1.5159","-0.33%"
"Feb 96","1.5316","1.5130","1.5534","1.5118","1.23%"
"Jan 96","1.5130","1.5470","1.5606","1.4975","-2.44%"
"Dec 95","1.5508","1.5315","1.5628","1.5203","1.23%"
"Nov 95","1.5320","1.5808","1.5865","1.5242","-3.07%"
"Oct 95","1.5805","1.5830","1.5951","1.5670","-0.19%"
"Sep 95","1.5835","1.5496","1.5985","1.5430","2.17%"
"Aug 95","1.5499","1.5972","1.6113","1.5301","-2.98%"
"Jul 95","1.5975","1.5931","1.6053","1.5853","0.16%"
"Jun 95","1.5950","1.5863","1.6165","1.5690","0.54%"
"May 95","1.5865","1.6095","1.6245","1.5534","-1.61%"
"Apr 95","1.6125","1.6248","1.6273","1.5863","-0.59%"
"Mar 95","1.6220","1.5843","1.6571","1.5640","2.46%"
"Feb 95","1.5830","1.5795","1.5970","1.5500","0.25%"
"Jan 95","1.5790","1.5665","1.6025","1.5480","0.80%"
